AVMT,Road_Name,FREQUENCY,COUNT_crashreport_corrected_XYTableToPoint_Person_ID
8.8578,FOGGY LA,3,3
8.8578,MUNCASTER MILL RD,2,2
8.9389,,2,2
8.9389,COLESVILLE RD,4,4
8.9389,GEORGIA AVE,142,142
8.9389,GEORGIA AVENUE,3,3
8.9389,HIGHLAND DR,2,2
8.9389,WOODSIDE PKENWORTHY,2,2
9.0884,,5,5
9.0884,CAPITOL VIEW AVE,13,13
9.0884,CONNECTICUT AVE,18,18
9.0884,DARCY FOREST DR,1,1
9.0884,FOREST GLEN CT,2,2
9.0884,FOREST GLEN RD,22,22
9.0884,GEORGIA AVE,32,32
9.0884,GLEN AVE,2,2
9.0884,METROPOLITAN AVE,7,7
9.0884,PLYERS MILL RD,8,8
9.0884,STONEYBROOK DR,2,2
9.0884,VIRGINISSANA AVE,2,2
9.107,,2,2
9.107,MIDCOUNTY HWY,80,80
9.107,SHADY GROVE RD,8,8
9.107,WOODFIELD RD,2,2
9.3221,CLOPPER RD,2,2
9.3221,DARNESTOWN RD,4,4
9.3221,GERMANTOWN RD,60,60
9.3221,GREAT SENECA HWY,2,2
9.3833,GEORGIA AVE,27,27
9.4131,DARNESTOWN RD,4,4
9.4131,TRAVILAH RD,20,20
9.5589,,5,5
9.5589,MOONEY DR,1,1
9.5589,SNOUFFER SCHOOL RD,2,2
9.5589,SNOUFFER SCHOOL ROAD,1,1
9.5589,SNOUFFERS SCHOOL RD,97,97
9.5589,WOODFIELD RD,2,2
9.5683,,1,1
9.5683,16TH ST,71,71
9.5683,EAST WEST HWY,8,8
9.6268,,1,1
9.6268,BARNESVILLE RD,8,8
9.6268,BUCKLODGE RD,21,21
9.6268,DARNESTOWN RD,1,1
9.6699,,20,20
9.6699,ARLISS ST,4,4
9.6699,BARRON ST,4,4
9.6699,CARROLL AVE,8,8
9.6699,FLOWER AVE,2,2
9.6699,GREENWOOD AVE,2,2
9.6699,PINEY BRANCH RD,208,208
9.6699,RUATAN ST,1,1
9.6699,UNISSANVERSITY BLVD E,24,24
9.8142,,2,2
9.8142,CRABBS BRANCH WAY,4,4
9.8142,EISENHOWER MEMORIAL HWY,1,1
9.8142,FREDERICK RD,6,6
9.8142,METRO ACCESS RD,2,2
9.8142,MUNCASTER MILL RD,2,2
9.8142,REDLAND RD,61,61
9.8142,SOMERVILLE DR,2,2
9.8796,BEALL AVE #2,2,2
9.8796,DARNESTOWN RD,43,43
9.8796,QUINCE ORCHARD RD,4,4
9.9036,FREDERICK RD,7,7
9.9036,OAKMONT AVE,4,4
9.9036,SHADY GROVE RD,111,111
10.4265,GEORGIA AVE,36,36
10.4265,NORBECK RD,2,2
10.5082,,1,1
10.5082,FALLS RD,35,35
10.5082,MACARTHUR BLVD,1,1
10.5082,RIVER RD,5,5
10.5987,,1,1
10.5987,BALTIMORE RD,4,4
10.5987,FIRST ST,73,73
10.5987,FIRST ST SPUR,3,3
10.5987,GRANDIN AVE,3,3
10.5987,NORBECK RD,35,35
10.5987,VEIRS MILL RD,2,2
10.6851,,9,9
10.6851,BRIGGS CHANEY RD,10,10
10.6851,COLUMBIA PIKE,2,2
10.6851,E RANDOLPH RD,10,10
10.6851,FAIRLAND RD,9,9
10.6851,MARTELLO DR,2,2
10.6851,MUSGROVE RD,2,2
10.6851,OLD COLUMBIA PIKE,111,111
10.6851,SANDY SPRING RD,1,1
10.6984,,1,1
10.6984,CHRISTOPHER AVE,4,4
10.6984,FREDERICK RD,7,7
10.6984,LOST KNISSANFE RD,13,13
10.6984,MONTGOMERY VILLAGE AVE,191,191
10.6984,QUINCE ORCHARD RD,4,4
10.6984,RUSSELL AVE,11,11
10.7307,,15,15
10.7307,ARCOLA AVE,4,4
10.7307,BLUERIDGE AVE,2,2
10.7307,FERN ST,1,1
10.7307,GEORGIA AVE,259,259
10.7307,HICKERSON DR,3,3
10.7307,NORBECK RD,3,3
10.7307,PRICE AVE,2,2
10.7307,REEDIE DR,3,3
10.7307,UNISSANVERSITY BLVD W,6,6
10.7404,FIELDCREST RD,2,2
10.7404,WOODFIELD RD,68,68
10.7473,BRIGHTON DAM RD,7,7
10.7473,NEW HAMPSHIRE AVE,4,4
10.8042,,1,1
10.8042,BONISSANFANT RD,76,76
10.8042,LAYHILL RD,6,6
10.8042,NEW HAMPSHIRE AVE,5,5
10.8042,NOACURAEY RD,6,6
10.8135,,2,2
10.8135,AIRCRAFT DR,1,1
10.8135,FREDERICK RD,3,3
10.8135,GERMANTOWN RD,90,90
10.8135,MIDDLEBROOK RD,13,13
10.8263,,1,1
10.8263,BRADLEY BLVD,33,33
10.8263,SEVEN LOCKS RD,3,3
10.831,,1,1
10.831,DARNESTOWN RD,5,5
10.831,FISHER AVE,24,24
10.831,WHITES FERRY RD,51,51
10.9739,,8,8
10.9739,DALE DR,1,1
10.9739,FLOWER AVE,5,5
10.9739,NEW HAMPSHIRE AVE,2,2
10.9739,PHILADELPHIA AVE,7,7
10.9739,PINEY BRANCH RD,144,144
10.9739,PINEY BRANCH ROAD,2,2
10.9739,RAY DR,1,1
10.9739,RITCHIE AVE,2,2
10.9739,SLIGO AVE,1,1
10.9739,SLIGO CREEK PKENWORTHY,5,5
10.9762,,10,10
10.9762,13TH ST,1,1
10.9762,BLAIR RD,2,2
10.9762,BURLINGTON AVE,2,2
10.9762,COLESVILLE RD,3,3
10.9762,EAST WEST HWY,2,2
10.9762,ELLSWORTH DR,2,2
10.9762,GEORGIA AVE,203,203
10.9762,GEORGIA AVENUE,2,2
10.9762,KING ST,2,2
10.9762,NEW HAMPSHIRE AVE,2,2
10.9762,RIPLEY ST,1,1
10.9762,SILVER SPRING AVE,4,4
10.9762,THAYER AVE,4,4
10.9762,WAYNE AVE,8,8
11.0717,BUCKLODGE RD,1,1
11.0717,DARNESTOWN RD,52,52
11.0883,,5,5
11.0883,DAMASCUS RD,2,2
11.0883,GEORGIA AVE,7,7
11.0883,GOOD HOPE RD,1,1
11.0883,LONGMEAD CROSSING DR,1,1
11.0883,NEW HAMPSHIRE AVE,2,2
11.0883,OLD BALTIMORE RD,2,2
11.0883,OLD VIC BLVD,1,1
11.0883,OLNEY LAYTONSVILLE RD,3,3
11.0883,OLNEY SANDY SPRING RD,86,86
11.0883,PEACH ORCHARD RD,1,1
11.0883,PRINCE PHILIP DR,6,6
11.0883,TIVOLI LAKE BLVD,1,1
11.1542,,2,2
11.1542,RAMP 1 FR RAMP 4 (FR IS495) TO MD 190 WB,1,1
11.1542,RIVER RD,67,67
11.1542,SEVEN LOCKS RD,2,2
11.2274,ASHTON RD,2,2
11.2274,EDNOR RD,2,2
11.2274,GEORGIA AVE,3,3
11.2274,NEW HAMPSHIRE AVE,50,50
11.2274,NORWOOD RD,2,2
11.2274,SPENCERVILLE RD,7,7
11.2274,TUCKER LA,1,1
11.4083,,3,3
11.4083,BRINK RD,1,1
11.4083,CENTERWAY RD,10,10
11.4083,EAST VILLAGE AVE,1,1
11.4083,FRAMINGHAM DR,2,2
11.4083,GOSHEN RD,85,85
11.4083,MONTGOMERY VILLAGE AVE,2,2
11.4083,SNOUFFERS SCHOOL RD,7,7
11.4838,,7,7
11.4838,EISENHOWER MEMORIAL HWY,2,2
11.4838,MONTROSE PKENWORTHY,2,2
11.4838,OLD GEORGETOWN RD,13,13
11.4838,TUCKERMAN LA,47,47
11.5032,,1,1
11.5032,BOWMAN MILL RD,2,2
11.5032,CLOPPER RD,12,12
11.5032,EISENHOWER MEMORIAL HWY,2,2
11.5032,GERMANTOWN RD,80,80
11.5032,MIDDLEBROOK RD,2,2
11.5032,WISTERIA DR,4,4
11.6251,,1,1
11.6251,COLUMBIA PIKE,25,25
11.6251,E RANDOLPH RD,8,8
11.6251,FAIRLAND RD,77,77
11.6251,OLD COLUMBIA PIKE,8,8
11.681,,4,4
11.681,CORWIN DR,2,2
11.681,GEORGIA AVE,245,245
11.681,SEMINARY PL,2,2
11.681,SEMINARY RD,2,2
11.681,WINDHAM LA,2,2
11.8874,GOSHEN RD,3,3
11.8874,MIDCOUNTY HWY,88,88
11.8874,MONTGOMERY VILLAGE AVE,9,9
11.8874,PIER POINT PL,1,1
11.8874,WOODFIELD RD,4,4
11.9065,,7,7
11.9065,CHOKE CHERRY RD,2,2
11.9065,DOVER RD,2,2
11.9065,FREDERICK RD,17,17
11.9065,GAITHER RD,4,4
11.9065,RAMP 1 FR IS 270 NB TO SHADY GROVE RD WB,3,3
11.9065,SHADY GROVE RD,196,196
11.9065,WILMART ST,1,1
11.9387,ASHTON KNOLLS LA,1,1
11.9387,ASHTON RD,6,6
11.9387,HAVILAND MILL RD,1,1
11.9387,NEW HAMPSHIRE AVE,86,86
11.9387,SAPLING RIDGE LA,2,2
11.979,BETHESDA CHURCH RD,2,2
11.979,CLARKSBURG RD,86,86
11.979,CLOPPER RD,2,2
12.0358,,1,1
12.0358,FALLSGROVE DR,2,2
12.0358,FREDERICK RD,5,5
12.0358,RESEARCH BLVD,2,2
12.0358,W GUDE DR,55,55
12.0358,W MONTGOMERY AVE,10,10
12.0792,,8,8
12.0792,BRADLEY BLVD,3,3
12.0792,COUNSELMAN RD,1,1
12.0792,FALLS RD,2,2
12.0792,RIVER RD,45,45
12.0978,,12,12
12.0978,RAMP 1 FR RP 4 EB TO DEMOCRACY BLVD,2,2
12.0978,RIVER RD,105,105
12.0978,SEVEN LOCKS RD,2,2
12.0978,WESTBARD AVE,4,4
12.1441,CABIN JOHN PKENWORTHY,16,16
12.1441,CAPITAL BELTWAY,1,1
12.3052,,2,2
12.3052,DUNDEE RD,1,1
12.3052,LONGHILL DR,2,2
12.3052,ROCKVILLE PIKE,1,1
12.3052,S FALLSMEAD WAY,2,2
12.3052,WOOTTON PKENWORTHY,25,25
12.3239,DICKERSON RD,5,5
12.3239,MOUTH OF MONOCACY RD,2,2
12.4269,BLUHILL RD,6,6
12.4269,CONNECTICUT AVE,10,10
12.4269,DENLEY RD,1,1
12.4269,GEORGIA AVE,15,15
12.4269,NORBECK RD,2,2
12.4269,RANDOLPH RD,212,212
12.5565,,1,1
12.5565,BONISSANFANT RD,2,2
12.5565,NEW HAMPSHIRE AVE,99,99
12.5565,NORBECK RD,2,2
12.5565,NORWOOD RD,3,3
12.5565,SPENCERVILLE RD,2,2
12.5565,STONEGATE DR,2,2
12.8017,,1,1
12.8017,AIRPARK RD,78,78
12.8017,MUNCASTER MILL RD,3,3
12.8017,SHADY GROVE RD,2,2
12.8017,STRATOS LA,1,1
12.8017,WOODFIELD RD,4,4
12.8994,BRIARDALE RD,3,3
12.8994,FREDERICK RD,2,2
12.8994,MIDCOUNTY HWY,14,14
12.8994,SHADY GROVE RD,152,152
12.8994,WIGHTMAN RD,3,3
13.002,BONISSANFANT RD,2,2
13.002,LAYHILL RD,121,121
13.002,NORBECK RD,15,15
13.002,NORWOOD RD,28,28
13.4385,,2,2
13.4385,DAMASCUS RD,18,18
13.4385,LAYTONSVILLE RD,31,31
13.5483,ANNAPOLIS ROCK RD,6,6
13.6579,FATHER HURLEY BLVD,52,52
13.6579,FREDERICK RD,8,8
13.6579,OBSERVATION DR,5,5
13.6579,RAMP 4 FR IS 270 NB TO RIDGE RD EB,2,2
13.6579,RIDGE RD,93,93
13.9745,E RANDOLPH RD,2,2
13.9745,MIDLAND RD,4,4
13.9745,NEW HAMPSHIRE AVE,106,106
14.1394,,2,2
14.1394,E JEFFERSON ST,21,21
14.1394,EISENHOWER MEMORIAL HWY,1,1
14.1394,JEFFERSON PLAZA,2,2
14.1394,NELSON ST,2,2
14.1394,REDLAND BLVD,2,2
14.1394,ROCKVILLE PIKE,28,28
14.1394,TWINBROOK PKENWORTHY,1,1
14.1394,VEIRS MILL RD,7,7
14.1394,W JEFFERSON ST,16,16
14.1394,W MONTGOMERY AVE,46,46
14.143,,1,1
14.143,ADELPHI RD,8,8
14.143,CAPITAL BELTWAY,2,2
14.143,NEW HAMPSHIRE AVE,318,318
14.143,NEW HAMPSHIRE AVE SER RD,2,2
14.143,OAKVIEW DR,10,10
14.248,ALTA VISTA RD,2,2
14.248,EAST WEST HWY,2,2
14.248,ROCKVILLE PIKE,95,95
14.3177,CHERRY HILL RD,1,1
14.3177,COLUMBIA PIKE,93,93
14.3177,FAIRLAND RD,9,9
14.3283,,19,19
14.3283,AACURAANTIC AVE,4,4
14.3283,BROADWOOD DR,4,4
14.3283,CLAGETT DR,2,2
14.3283,FIRST ST,4,4
14.3283,NORBECK RD,2,2
14.3283,ROCKVILLE PIKE,2,2
14.3283,S STONESTREET AVE,2,2
14.3283,SEVEN LOCKS RD,1,1
14.3283,VEIRS MILL RD,198,198
14.3283,VEIRS MILL SERV RD,4,4
14.3804,,30,30
14.3804,ALLEY #4,2,2
14.3804,CARROLL AVE,2,2
14.3804,DEVONSHIRE RD,2,2
14.3804,ERSKINE ST,2,2
14.3804,GLENSIDE DR,2,2
14.3804,HOLTON LA,6,6
14.3804,KENNEWICK AVE,2,2
14.3804,KIRKLYNN AVE,2,2
14.3804,LARCH AVE,2,2
14.3804,LINDEN AVE,2,2
14.3804,MERRIMAC DR,2,2
14.3804,MERWOOD DR,6,6
14.3804,NEW HAMPSHIRE AVE,225,225
14.3804,NEW HAMPSHIRE AVE SER RD,3,3
14.3804,NEW HAMPSHIRE AVE SERV RD,10,10
14.529,FATHER HURLEY BLVD,104,104
14.529,MIDDLEBROOK RD,5,5
14.529,OBSERVATION DR,2,2
14.529,RIDGE RD,4,4
14.529,WATERS LANDING DR,2,2
14.529,WISTERIA DR,2,2
14.529,WYNNFIELD DR,3,3
14.9949,CENTERHILL ST,1,1
14.9949,CONNECTICUT AVE,8,8
14.9949,DALEWOOD DR,3,3
14.9949,IDLEWOOD RD,1,1
14.9949,MONTERREY DR,4,4
14.9949,NEWPORT MILL RD,3,3
14.9949,PENDLETON DR,1,1
14.9949,RANDOLPH RD,2,2
14.9949,UNISSANVERSITY BLVD W,10,10
14.9949,VALLEYWOOD DR,1,1
14.9949,VEIRS MILL RD,289,289
15.054,,6,6
15.054,GALENA RD,1,1
15.054,GAYNOR RD,2,2
15.054,NEBEL ST,9,9
15.054,PARKLAWN DR,2,2
15.054,RANDOLPH RD,193,193
15.054,ROCKING HORSE RD,1,1
15.054,SELFRIDGE RD,4,4
15.054,VEIRS MILL RD,3,3
15.1491,,5,5
15.1491,CENTURY BLVD,6,6
15.1491,FATHER HURLEY BLVD,15,15
15.1491,GERMANTOWN RD,7,7
15.1491,GREAT SENECA HWY,3,3
15.1491,LOCBURY DR,2,2
15.1491,MIDDLEBROOK RD,200,200
15.2445,,18,18
15.2445,AMHERST AVE,1,1
15.2445,GEORGIA AVE,313,313
15.2445,GEORGIAN WAY,1,1
15.2445,KEMP MILL RD,2,2
15.2445,LINDELL ST,4,4
15.2445,MASON ST,2,2
15.2445,RANDOLPH RD,4,4
15.2445,REEDIE DR,2,2
15.2445,SHERATON ST,2,2
15.2445,SHOREFIELD RD,7,7
15.6522,BEACH DR,36,36
15.6522,CEDAR LA,2,2
15.6522,CONNECTICUT AVE,4,4
15.6522,GARRETT PARK RD,1,1
15.6522,KENSINGTON PKENWORTHY,2,2
15.6522,KNOWLES AVE,2,2
15.6522,STONEYBROOK DR,1,1
16.3232,,1,1
16.3232,FALLS RD,2,2
16.3232,FIRST ST,2,2
16.3232,FLEET ST,4,4
16.3232,ROCKVILLE PIKE,2,2
16.3232,SEVEN LOCKS RD,3,3
16.3232,TOWER OAKS BLVD,2,2
16.3232,W EDMONSTON DR,2,2
16.3232,WOOTTON PKENWORTHY,77,77
16.5553,,9,9
16.5553,AMHERST AVE,8,8
16.5553,ARCOLA AVE,4,4
16.5553,ELKIN ST,3,3
16.5553,GEORGIA AVE,18,18
16.5553,GRANDVIEW AVE,6,6
16.5553,PEBBLE RUN DR,1,1
16.5553,SLIGO CREEK PKENWORTHY,3,3
16.5553,UNISSANVERSITY BLVD W,217,217
16.5553,VEIRS MILL RD,8,8
16.9235,BALD CYPRESS DR,2,2
16.9235,GLEN MILL RD,10,10
17.0868,CABIN JOHN PKENWORTHY,9,9
17.0868,CLARA BARTON PKENWORTHY,4,4
17.1757,,7,7
17.1757,BANK ST,3,3
17.1757,CLOPPER RD,5,5
17.1757,FIRSTFIELD RD,5,5
17.1757,QUINCE ORCHARD BLVD,3,3
17.1757,QUINCE ORCHARD RD,196,196
17.1757,W DIAMOND AVE,10,10
17.2617,,11,11
17.2617,NORBECK RD,3,3
17.2617,OLD GEORGETOWN RD,88,88
17.5152,CONNECTICUT AVE,138,138
17.5152,DECATUR AVE,1,1
17.5152,PERRY AVE,3,3
17.5152,UNISSANVERSITY BLVD W,1,1
17.5152,VEIRS MILL RD,2,2
17.7105,ASHTON RD,35,35
17.7105,MINK HOLLOW RD,2,2
17.7105,NEW HAMPSHIRE AVE,4,4
17.7105,TUCKER LA,2,2
17.7853,,1,1
17.7853,APPLEDOWRE WAY,1,1
17.7853,FREDERICK RD,179,179
17.7853,GERMANTOWN RD,8,8
17.7853,HENDERSON CORNER RD,2,2
17.7853,NEELSVILLE CHURCH RD,2,2
17.7853,RIDGE RD,2,2
17.7853,SHAKESPEARE BLVD,2,2
17.9399,,10,10
17.9399,DARNESTOWN RD,6,6
17.9399,DIAMONDBACK DR,2,2
17.9399,EISENHOWER MEMORIAL HWY,2,2
17.9399,GREAT SENECA HWY,4,4
17.9399,MUDDY BRANCH RD,203,203
17.9399,PERRY PKENWORTHY,2,2
17.9399,QUINCE ORCHARD RD,2,2
17.9399,SUFFIELD DR,2,2
17.9399,W DEER PARK RD,2,2
17.9399,W DIAMOND AVE,4,4
17.9574,,4,4
17.9574,BEL PRE RD,4,4
17.9574,BRIGGS RD,2,2
17.9574,GEORGIA AVE,8,8
17.9574,GLENALLAN AVE,1,1
17.9574,INDIAN SPRING RD,1,1
17.9574,LAYHILL RD,133,133
17.9574,NORBECK RD,1,1
17.9574,OLNEY LAYTONSVILLE RD,2,2
18.0759,BREWSTER AVE,2,2
18.0759,COLESVILLE RD,194,194
18.0759,FRANKLIN AVE,2,2
18.0759,KNOWLES AVE,2,2
18.0759,SLIGO CREEK PKENWORTHY,4,4
18.4175,,3,3
18.4175,EMORY GROVE RD,2,2
18.4175,MIDCOUNTY HWY,8,8
18.4175,MUNCASTER MILL RD,4,4
18.4175,SNOUFFERS SCHOOL RD,10,10
18.4175,STRAWBERRY KNOLL RD,1,1
18.4175,WOODFIELD RD,151,151
18.7026,FIELDS RD,3,3
18.7026,GREAT SENECA HWY,1,1
18.7026,RAMP 6 FR IS 370 EB TO RAMP 7 (TO IS270),2,2
18.7026,SAM EIG HWY,17,17
18.7026,WASHINGTONISSANAN BLVD,2,2
18.7938,,1,1
18.7938,LAYHILL RD,8,8
18.7938,NEW HAMPSHIRE AVE,2,2
18.7938,NORBECK RD,34,34
18.7938,NORWOOD RD,6,6
18.7938,SPENCERVILLE RD,2,2
18.877,CAVANAUGH DR,1,1
18.877,DARNESTOWN RD,8,8
18.877,MEDICAL CENTER WAY,2,2
18.877,N LEISUZUKIURE WORLD BLVD,2,2
18.877,PINEY MEETINGHOUSE RD,2,2
18.877,SHADY GROVE RD,75,75
19.3916,,9,9
19.3916,E MELBOURNE AVE,3,3
19.3916,LANGLEY DR,2,2
19.3916,MERRIMAC DR,5,5
19.3916,PINEY BRANCH RD,2,2
19.3916,SEEK LA,2,2
19.3916,SLIGO AVE,2,2
19.3916,UNISSANVERSITY BLVD E,284,284
19.3916,UNISSANVERSITY BLVD E SERV RD,4,4
19.4998,,3,3
19.4998,CAPITAL BELTWAY,2,2
19.4998,CENTER DR,1,1
19.4998,CONNECTICUT AVE,1,1
19.4998,EAST WEST HWY,2,2
19.4998,JONES BRIDGE RD,1,1
19.4998,OAKMONT AVE,2,2
19.4998,OLD GEORGETOWN RD,108,108
19.4998,SEVEN LOCKS RD,1,1
19.4998,WISCONSIN AVE,2,2
19.7085,NEW HAMPSHIRE AVE,5,5
19.7085,NOACURAEY RD,2,2
19.7085,NORBECK RD,4,4
19.7085,OLD COLUMBIA PIKE,5,5
19.7085,SPENCERVILLE RD,174,174
19.7743,BROWN CHURCH RD,3,3
19.7743,KEMPTOWN RD,2,2
19.7743,RIDGE RD,34,34
20.3709,,1,1
20.3709,BRINK RD,114,114
20.3709,GOSHEN RD,3,3
20.3709,RIDGE RD,2,2
20.4472,,8,8
20.4472,ASHTON RD,2,2
20.4472,BATCHELLORS FOREST RD,1,1
20.4472,DAMASCUS RD,2,2
20.4472,DR BIRD RD,1,1
20.4472,EMORY LA,2,2
20.4472,GEORGIA AVE,150,150
20.4472,HOLLY GROVE RD,1,1
20.4472,NEW HAMPSHIRE AVE,3,3
20.4472,OLNEY LAYTONSVILLE RD,2,2
20.4472,OLNEY SANDY SPRING RD,10,10
20.4472,SPARTAN RD,2,2
20.4472,STARKEY TERR,2,2
20.4472,WOODFIELD RD,3,3
20.5253,,2,2
20.5253,CATAWBA MANOR WAY,1,1
20.5253,FREDERICK RD,171,171
20.5253,RIDGE RD,7,7
20.5253,SHAWNEE LA,2,2
20.5253,STRINGTOWN RD,4,4
20.5253,WOODFIELD RD,1,1
20.9026,GEORGIA AVE,6,6
20.9026,NORBECK RD,124,124
20.9026,SB GEORGIA AVE,2,2
21.2407,NEW HAMPSHIRE AVE,85,85
21.2407,NORTHAMPTON DR,4,4
21.4356,,1,1
21.4356,AIRPARK RD,2,2
21.4356,MEADOWSIDE LA,3,3
21.4356,MUNCASTER MILL RD,190,190
21.4356,REDLAND RD,6,6
21.4356,SHADY GROVE RD,1,1
21.4356,WOODFIELD RD,2,2
21.4974,,2,2
21.4974,CECIL ST,2,2
21.4974,E GUDE DR,198,198
21.4974,GREAT FALLS RD,2,2
21.4974,GUDE DR SERVICE DR,2,2
21.4974,NORBECK RD,17,17
21.4974,OMEGA DR,1,1
21.4974,PARK AVE,1,1
21.4974,ROTHGEB DR,3,3
21.4974,TAFT ST,3,3
21.943,,14,14
21.943,ASPEN HILL RD,5,5
21.943,CONNECTICUT AVE,2,2
21.943,ELMCROFT BLVD,1,1
21.943,GEORGIA AVE,290,290
21.943,HEWITT AVE,1,1
21.943,HUNGERFORD DR,2,2
21.943,KAYSON ST,2,2
21.943,LAYHILL RD,2,2
21.943,NORBECK RD,2,2
21.943,RALPH RD,4,4
21.943,RAMP 5 FR IS 270 SB TO MD 28 EB,2,2
21.943,VEIRS MILL RD,5,5
21.943,W JEFFERSON ST,2,2
21.943,WELLER RD,4,4
22.0545,CONNECTICUT AVE,146,146
24.0115,BOWIE MILL RD,2,2
24.0115,GEORGIA AVE,5,5
24.0115,OLNEY LAYTONSVILLE RD,43,43
24.0115,OLNEY MILL RD,2,2
24.0115,OLNEY SANDY SPRING RD,6,6
24.0115,SPARTAN RD,1,1
24.1106,,2,2
24.1106,BRIGGS CHANEY RD,1,1
24.1106,BROADBIRCH DR,15,15
24.1106,CALVERTON BLVD,2,2
24.1106,CHERRY HILL RD,109,109
24.1106,COLUMBIA PIKE,2,2
24.1106,GRACEFIELD RD,2,2
24.1106,NEW HAMPSHIRE AVE,1,1
24.1106,PLUM ORCHARD DR,5,5
24.1106,PROSPERITY DR,4,4
24.6594,,4,4
24.6594,CONNECTICUT AVE,104,104
24.6594,KNOWLES AVE,4,4
24.7961,,1,1
24.7961,APPLE RIDGE RD,1,1
24.7961,CENTERWAY RD,2,2
24.7961,CLUB HOUSE RD,5,5
24.7961,MIDCOUNTY HWY,3,3
24.7961,MONTGOMERY VILLAGE AVE,169,169
24.7961,SPARTANROW VALLEY DR,2,2
24.7961,WALKERS CHOICE RD,1,1
24.7961,WATKINS MILL RD,2,2
24.7961,WIGHTMAN RD,1,1
25.6779,,1,1
25.6779,BRINK RD,4,4
25.6779,HARVEST KNOLLS WAY,2,2
25.6779,MAIN ST,1,1
25.6779,ROLLING FORK DR,2,2
25.6779,WOODFIELD RD,195,195
25.7666,,11,11
25.7666,13TH ST,2,2
25.7666,16TH ST,31,31
25.7666,BLAIR MILL RD,2,2
25.7666,BLAIR MILL WAY,2,2
25.7666,COLESVILLE RD,11,11
25.7666,DIXON AVE,2,2
25.7666,EAST WEST HWY,192,192
25.7666,EAST WEST HWY (W/B COUPLET),1,1
25.7666,GEORGIA AVE,11,11
25.7666,GRUBB RD,2,2
25.7666,MEADOWBROOK LA,1,1
25.7666,ROCKVILLE PIKE,2,2
25.7666,ROSEMARY HILLS RD,2,2
25.7666,RUGBY AVE,1,1
25.7666,WASHINGTON AVE,2,2
26.1208,,7,7
26.1208,ASPEN HILL RD,2,2
26.1208,BEL PRE RD,225,225
26.1208,BEL PRE ROAD,2,2
26.1208,BONISSANFANT RD,2,2
26.1208,CONNECTICUT AVE,6,6
26.1208,GEORGIA AVE,24,24
26.1208,LAYHILL RD,17,17
26.1208,NORBECK RD,8,8
26.1208,OLNEY SANDY SPRING RD,3,3
26.5152,,1,1
26.5152,GREAT SENECA HWY,119,119
26.5152,LONGDRAFT RD,2,2
26.5152,QUINCE ORCHARD RD,3,3
26.5152,SIOUX LA,4,4
27.2562,,14,14
27.2562,BEL PRE RD,4,4
27.2562,CONNECTICUT AVE,12,12
27.2562,GEORGIA AVE,240,240
27.2562,LAYHILL RD,2,2
27.2562,NORBECK RD,2,2
27.2562,UNISSANVERSITY BLVD W,2,2
27.6789,,10,10
27.6789,ARCOLA AVE,1,1
27.6789,BRUNETT AVE,1,1
27.6789,BUCKINGHAM DR,2,2
27.6789,CADILLACDINGTON AVE,2,2
27.6789,CAPITAL BELTWAY,2,2
27.6789,COLESVILLE RD,36,36
27.6789,DENNISSANS AVE,1,1
27.6789,KERWIN RD,1,1
27.6789,PINEY BRANCH RD,2,2
27.6789,UNISSANVERSITY BLVD E,98,98
27.6789,UNISSANVERSITY BLVD W,141,141
27.6789,WILLIAMSBURG DR,2,2
28.3283,,7,7
28.3283,11TH AVE,1,1
28.3283,ATHERTON DR,2,2
28.3283,BRIGHTVIEW ST,2,2
28.3283,CONNECTICUT AVE,251,251
28.3283,CONNECTICUT AVE SERVICE RD,9,9
28.3283,DEAN RD,2,2
28.3283,GEORGIA AVE,15,15
28.3283,NORBECK RD,1,1
28.3283,RANDOLPH RD,29,29
28.3283,VEIRS MILL RD,37,37
28.6361,GREAT SENECA HWY,120,120
28.6361,KENACURAANDS BLVD,7,7
28.6361,LAKELANDS DR,1,1
28.6361,MUDDY BRANCH RD,10,10
28.6361,QUINCE ORCHARD RD,2,2
28.6361,SAM EIG HWY,8,8
28.6361,W DEER PARK RD,2,2
28.8268,NO NAME,1,1
28.8268,RAMP 7 FR IS 370 WB TO MD 355 SB,8,8
28.8268,SHADY GROVE RD,2,2
28.9478,,5,5
28.9478,CINNAMON DR,4,4
28.9478,CLOPPER RD,368,368
28.9478,FIRSTFIELD RD,12,12
28.9478,FREDERICK RD,2,2
28.9478,GREAT SENECA HWY,3,3
28.9478,LONGDRAFT RD,2,2
28.9478,MATENY RD,2,2
28.9478,PHEASANT RUN DR,2,2
28.9478,QUINCE ORCHARD RD,6,6
28.9478,W DIAMOND AVE,4,4
28.9478,W WATKINS MILL RD,2,2
28.9478,WARING STATION RD,1,1
29.5188,,1,1
29.5188,DARNESTOWN RD,1,1
29.5188,EISENHOWER MEMORIAL HWY,2,2
29.5188,HURLEY AVE,10,10
29.5188,RAMP 6 FR MD 28 EB TO IS 270 SB,1,1
29.5188,RESEARCH BLVD,3,3
29.5188,SHADY GROVE RD,4,4
29.5188,W GUDE DR,5,5
29.5188,W MONTGOMERY AVE,107,107
29.5188,WOOD HILL RD,2,2
29.6818,,12,12
29.6818,EDGEBROOK RD,1,1
29.6818,PARKLAND DR,2,2
29.6818,RANDOLPH RD,7,7
29.6818,VEIRS MILL RD,229,229
30.6358,FALLS CHAPEL WAY,2,2
